ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P06401,Progesterone receptor,PGR,35652,X51730,P06401,PRGR_HUMAN,1A28; 1E3K; 1SQN; 1SR7; 1ZUC; 2C7A; 2OVH; 2OVM; 2W8Y; 3D90; 3G8O; 3HQ5; 3KBA; 3ZR7; 3ZRA; 3ZRB; 4A2J; 4APU; 4OAR,,PGR,HGNC:8910,Human,DB00294; DB00304; DB00351; DB00367; DB00378; DB00396; DB00603; DB00823; DB00834; DB00957; DB01395; DB01406; DB01431; DB04787; DB06713; DB08867; DB09123; DB09389
P0A6R0,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,145898,M77744,P0A6R0,FABH_ECOLI,1EBL; 1HN9; 1HND; 1HNH; 1HNJ; 1HNK; 1MZS; 2EFT; 2GYO; 3IL9,,,,Escherichia coli (strain K12),DB01034
P08172,Muscarinic acetylcholine receptor M2,CHRM2,177990,M16404,P08172,ACM2_HUMAN,1LUB; 3UON; 4MQS; 4MQT,,CHRM2,HGNC:1951,Human,DB00332; DB00383; DB00387; DB00411; DB00424; DB00462; DB00483; DB00505; DB00508; DB00517; DB00572; DB00725; DB00728; DB00767; DB00785; DB01019; DB01036; DB01062; DB01085; DB01142; DB01148; DB01231; DB08801; DB08897; DB09076; DB09167; DB09262
P13922,Bifunctional dihydrofolate reductase-thymidylate synthase,,160260,M22159,P13922,DRTS_PLAFK,1J3I; 1J3J; 1J3K; 3DG8; 3DGA,,,,Plasmodium falciparum (isolate K1 / Thailand),DB00205
P14778,Interleukin-1 receptor type 1,IL1R1,33801,X16896,P14778,IL1R1_HUMAN,1G0Y; 1IRA; 1ITB; 4DEP; 4GAF,,IL1R1,HGNC:5993,Human,DB00026
Q9NWM0,Spermine oxidase,SMOX,14860862,AY033889,Q9NWM0,SMOX_HUMAN,"",,SMOX,HGNC:15862,Human,DB00127
Q14353,Guanidinoacetate N-methyltransferase,GAMT,1212946,Z49878,Q14353,GAMT_HUMAN,3ORH,,GAMT,HGNC:4136,Human,DB00148; DB13191
Q04609,Glutamate carboxypeptidase 2,FOLH1,190664,M99487,Q04609,FOLH1_HUMAN,1Z8L; 2C6C; 2C6G; 2C6P; 2CIJ; 2JBJ; 2JBK; 2OOT; 2OR4; 2PVV; 2PVW; 2XEF; 2XEG; 2XEI; 2XEJ; 3BHX; 3BI0; 3BI1; 3BXM; 3D7D; 3D7F; 3D7G; 3D7H; 3IWW; 3RBU; 3SJE; 3SJF; 3SJG; 3SJX; 4JYW; 4JZ0; 4LQG; 4MCP; 4MCQ; 4MCR; 4MCS; 4NGM; 4NGN; 4NGP; 4NGQ; 4NGR; 4NGS; 4NGT; 4OC0; 4OC1; 4OC2; 4OC3; 4OC4; 4OC5; 4OME; 4P44; 4P45; 4P4B; 4P4D; 4P4E; 4P4F; 4P4I; 4P4J; 4W9Y; 4X3R,,FOLH1,HGNC:3788,Human,DB00089
P18089,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,2CVA,,ADRA2B,HGNC:282,Human,DB00292; DB00368; DB00484; DB00575; DB00668; DB00697; DB01363; DB01392; DB01577; DB06262; DB06694
P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,306865,M11058,P04035,HMDH_HUMAN,1DQ8; 1DQ9; 1DQA; 1HW8; 1HW9; 1HWI; 1HWJ; 1HWK; 1HWL; 2Q1L; 2Q6B; 2Q6C; 2R4F; 3BGL; 3CCT; 3CCW; 3CCZ; 3CD0; 3CD5; 3CD7; 3CDA; 3CDB,,HMGCR,HGNC:5006,Human,DB00175; DB00227; DB00439; DB00641; DB01076; DB01095; DB01098; DB06693; DB08860
P35368,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,"",,ADRA1B,HGNC:278,Human,DB00211; DB00298; DB00346; DB00368; DB00388; DB00457; DB00477; DB00590; DB00668; DB00679; DB00696; DB01162; DB01622; DB06262; DB09128; DB09202
Q8XJ01,Penicillin-binding protein 1A,pbpA,18145626,BA000016,Q8XJ01,PBPA_CLOPE,"",,,,Clostridium perfringens (strain 13 / Type A),DB00229; DB00267; DB00301; DB00417; DB00447; DB00456; DB00713; DB00833; DB00948; DB01000; DB01060; DB01061; DB01066; DB01112; DB01139; DB01147; DB01602; DB01604; DB01605; DB04133
Q14534,Squalene monooxygenase,SQLE,2443316,D78130,Q14534,ERG1_HUMAN,"",,SQLE,HGNC:11279,Human,DB00735; DB00857; DB01091
P35462,D(3) dopamine receptor,DRD3,927342,U32499,P35462,DRD3_HUMAN,3PBL,,DRD3,HGNC:3024,Human,DB00268; DB00413; DB00589; DB00714; DB00988; DB01100; DB01184; DB01186; DB01200; DB01235; DB01239; DB01267; DB05271; DB06016; DB09014; DB13025
P11485,Neuraminidase,NA,60811,X15281,P11485,NRAM_I83A1,"",,,,Influenza A virus (strain A/Chile/1/1983 H1N1),DB00198
P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,338469,M74047,P31213,S5A2_HUMAN,"",,SRD5A2,HGNC:11285,Human,DB00548; DB01126; DB01216
P02918,Penicillin-binding protein 1A,mrcA,581194,X02164,P02918,PBPA_ECOLI,"",,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01333; DB01414; DB01415; DB01598; DB06211
P13612,Integrin alpha-4,ITGA4,33946,X16983,P13612,ITA4_HUMAN,3V4P; 3V4V; 4HKC,,ITGA4,HGNC:6140,Human,DB00108; DB09033
P9WNL5,Probable arabinosyltransferase C,embC,,,P9WNL5,EMBC_MYCTU,3PTY,,,,Mycobacterium tuberculosis,DB00330
P03200,Envelope glycoprotein GP350,,1334868,V01555,P03200,GP350_EBVB9,"",,,,HHV-4,DB00632
P30043,Flavin reductase (NADPH),BLVRB,1384068,D26308,P30043,BLVRB_HUMAN,1HDO; 1HE2; 1HE3; 1HE4; 1HE5,,BLVRB,HGNC:1063,Human,DB00140
P12235,ADP/ATP translocase 1,SLC25A4,339920,J02966,P12235,ADT1_HUMAN,"",,SLC25A4,HGNC:10990,Human,DB00720
Q9UP95,Solute carrier family 12 member 4,SLC12A4,1399212,U55054,Q9UP95,S12A4_HUMAN,"",,SLC12A4,HGNC:10913,Human,DB00887
P43088,Prostaglandin F2-alpha receptor,PTGFR,456564,L24470,P43088,PF2R_HUMAN,"",,PTGFR,HGNC:9600,Human,DB00287; DB00654; DB00905; DB01160; DB08819
Q08210,"Dihydroorotate dehydrogenase (quinone), mitochondrial",,46362265,CR382398,Q08210,PYRD_PLAF7,1TV5; 3I65; 3I68; 3I6R; 3O8A; 3SFK; 4CQ8; 4CQ9; 4CQA; 4ORM; 4RX0; 5BOO; 5DEL,,,,Plasmodium falciparum (isolate 3D7),DB01117
P07101,Tyrosine 3-monooxygenase,TH,37127,Y00414,P07101,TY3H_HUMAN,2XSN; 4J6S,,TH,HGNC:11782,Human,DB00360; DB00765
P51164,Potassium-transporting ATPase subunit beta,ATP4B,184105,M75110,P51164,ATP4B_HUMAN,"",,ATP4B,HGNC:820,Human,DB05351
Q5L2G3,Uncharacterized oxidoreductase CzcO-like,,56378959,BA000043,Q5L2G3,CZCO_GEOKA,"",,,,Geobacillus kaustophilus (strain HTA426),DB00845
P17117,Oxygen-insensitive NADPH nitroreductase,nfsA,609324,U18655,P17117,NFSA_ECOLI,1F5V,,,,Escherichia coli (strain K12),DB00698
P52895,Aldo-keto reductase family 1 member C2,AKR1C2,531160,U05598,P52895,AK1C2_HUMAN,1IHI; 1J96; 1XJB; 2HDJ; 2IPJ; 4JQ1; 4JQ2; 4JQ3; 4JQ4; 4JQA; 4JTQ; 4JTR; 4L1W; 4L1X,,AKR1C2,HGNC:385,Human,DB01586
P12236,ADP/ATP translocase 3,SLC25A6,339723,J03592,P12236,ADT3_HUMAN,"",,SLC25A6,HGNC:10992,Human,DB00720
Q02643,Growth hormone-releasing hormone receptor,GHRHR,183173,L01406,Q02643,GHRHR_HUMAN,2XDG,,GHRHR,HGNC:4266,Human,DB00010; DB08869
Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",PDE7B,8439497,AB038040,Q9NP56,PDE7B_HUMAN,1LXW,,PDE7B,HGNC:8792,Human,DB00651
P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,32089,X17648,P15509,CSF2R_HUMAN,4NKQ; 4RS1,,CSF2RA,HGNC:2435,Human,DB00020
P68871,Hemoglobin subunit beta,HBB,455997,U01317,P68871,HBB_HUMAN,1A00; 1A01; 1A0U; 1A0Z; 1A3N; 1A3O; 1ABW; 1ABY; 1AJ9; 1B86; 1BAB; 1BBB; 1BIJ; 1BUW; 1BZ0; 1BZ1; 1BZZ; 1C7B; 1C7C; 1C7D; 1CBL; 1CBM; 1CH4; 1CLS; 1CMY; 1COH; 1DKE; 1DXT; 1DXU; 1DXV; 1FN3; 1G9V; 1GBU; 1GBV; 1GLI; 1GZX; 1HAB; 1HAC; 1HBA; 1HBB; 1HBS; 1HCO; 1HDB; 1HGA; 1HGB; 1HGC; 1HHO; 1IRD; 1J3Y; 1J3Z; 1J40; 1J41; 1J7S; 1J7W; 1J7Y; 1JY7; 1K0Y; 1K1K; 1KD2; 1LFL; 1LFQ; 1LFT; 1LFV; 1LFY; 1LFZ; 1LJW; 1M9P; 1MKO; 1NEJ; 1NIH; 1NQP; 1O1I; 1O1J; 1O1K; 1O1L; 1O1M; 1O1N; 1O1O; 1O1P; 1QI8; 1QSH; 1QSI; 1QXD; 1QXE; 1R1X; 1R1Y; 1RPS; 1RQ3; 1RQ4; 1RQA; 1RVW; 1SDK; 1SDL; 1THB; 1UIW; 1VWT; 1XXT; 1XY0; 1XYE; 1XZ2; 1XZ4; 1XZ5; 1XZ7; 1XZU; 1XZV; 1Y09; 1Y0A; 1Y0C; 1Y0D; 1Y0T; 1Y0W; 1Y22; 1Y2Z; 1Y31; 1Y35; 1Y45; 1Y46; 1Y4B; 1Y4F; 1Y4G; 1Y4P; 1Y4Q; 1Y4R; 1Y4V; 1Y5F; 1Y5J; 1Y5K; 1Y7C; 1Y7D; 1Y7G; 1Y7Z; 1Y83; 1Y85; 1Y8W; 1YDZ; 1YE0; 1YE1; 1YE2; 1YEN; 1YEO; 1YEQ; 1YEU; 1YEV; 1YFF; 1YG5; 1YGD; 1YGF; 1YH9; 1YHE; 1YHR; 1YIE; 1YIH; 1YVQ; 1YVT; 1YZI; 2D5Z; 2D60; 2DN1; 2DN2; 2DN3; 2DXM; 2H35; 2HBC; 2HBD; 2HBE; 2HBF; 2HBS; 2HCO; 2HHB; 2HHD; 2HHE; 2M6Z; 2W6V; 2W72; 2YRS; 3B75; 3D17; 3D7O; 3DUT; 3HHB; 3HXN; 3IC0; 3IC2; 3KMF; 3NL7; 3NMM; 3ODQ; 3ONZ; 3OO4; 3OO5; 3P5Q; 3QJB; 3QJC; 3QJD; 3QJE; 3R5I; 3S65; 3S66; 3SZK; 3W4U; 3WCP; 3WHM; 4FC3; 4HHB; 4IJ2; 4L7Y; 4M4A; 4M4B; 4MQC; 4MQG; 4MQH; 4MQI; 4N7N; 4N7O; 4N7P; 4N8T; 4NI0; 4NI1; 4ROL; 4ROM; 4WJG; 4X0I; 4X0L; 4XS0; 5E29; 5E6E; 5EE4; 6HBW,,HBB,HGNC:4827,Human,DB00893; DB09112; DB09517
P21430,Matrix protein 2,M,324265,M23978,P21430,M2_I60A0,"",,,,Influenza A virus (strain A/Ann Arbor/6/1960 H2N2),DB00478; DB00915
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,4958858,AB020593,Q9Y233,PDE10_HUMAN,1LRB; 2OUN; 2OUP; 2OUQ; 2OUR; 2OUS; 2OUU; 2OUV; 2OUY; 2WEY; 2Y0J; 2ZMF; 3SN7; 3SNI; 3SNL; 3UI7; 3UUO; 3WI2; 3WS8; 3WS9; 3WYK; 3WYL; 3WYM; 4AEL; 4AJD; 4AJF; 4AJG; 4AJM; 4BBX; 4DDL; 4DFF; 4FCB; 4FCD; 4HEU; 4HF4; 4LKQ; 4LLJ; 4LLK; 4LLP; 4LLX; 4LM0; 4LM1; 4LM2; 4LM3; 4LM4; 4MRW; 4MRZ; 4MS0; 4MSA; 4MSC; 4MSE; 4MSH; 4MSN; 4MUW; 4MVH; 4P0N; 4P1R; 4PHW; 4TPM; 4TPP; 4WN1; 4XY2; 4YQH; 4YS7; 4ZO5; 5AXP; 5AXQ; 5C1W; 5C28; 5C29; 5C2A; 5C2H,,PDE10A,HGNC:8772,Human,DB00975; DB08814
P41145,Kappa-type opioid receptor,OPRK1,532060,U11053,P41145,OPRK_HUMAN,2A0D; 2IQN; 4DJH,,OPRK1,HGNC:8154,Human,DB00295; DB00318; DB00327; DB00454; DB00497; DB00611; DB00647; DB00652; DB00704; DB00836; DB00844; DB00921; DB01183; DB01209; DB01439; DB01497; DB01571; DB06738; DB09272; DB09396; DB11691
P09252,DNA polymerase catalytic subunit,,60016,X04370,P09252,DPOL_VZVD,"",,,,HHV-3,DB00426; DB00787
P15056,Serine/threonine-protein kinase B-raf,BRAF,41387220,M95712,P15056,BRAF_HUMAN,1UWH; 1UWJ; 2FB8; 2L05; 3C4C; 3D4Q; 3IDP; 3II5; 3NY5; 3OG7; 3PPJ; 3PPK; 3PRF; 3PRI; 3PSB; 3PSD; 3Q4C; 3Q96; 3SKC; 3TV4; 3TV6; 4DBN; 4E26; 4E4X; 4EHE; 4EHG; 4FC0; 4FK3; 4G9C; 4G9R; 4H58; 4JVG; 4KSP; 4KSQ; 4MBJ; 4MNE; 4MNF; 4PP7; 4WO5; 4XV1; 4XV2; 4XV3; 4XV9; 5C9C; 5CT7,,BRAF,HGNC:1097,Human,DB00398; DB08881; DB08896; DB08912
Q8TDS4,Hydroxycarboxylic acid receptor 2,HCAR2,28975188,AY148884,Q8TDS4,HCAR2_HUMAN,"",,GPR109A,HGNC:24827,Human,DB00627; DB08949
P42261,Glutamate receptor 1,GRIA1,183281,M64752,P42261,GRIA1_HUMAN,"",,GRIA1,HGNC:4571,Human,DB00228; DB00753; DB01028; DB01189; DB01236; DB08883
Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,"",,GRIN3A,HGNC:16767,Human,DB00333; DB00392; DB00514; DB00721; DB00898; DB00915; DB00949; DB01043; DB01173; DB01221; DB01520; DB01549; DB03575
P08253,72 kDa type IV collagenase,MMP2,180671,J03210,P08253,MMP2_HUMAN,1CK7; 1CXW; 1EAK; 1GEN; 1GXD; 1HOV; 1J7M; 1KS0; 1QIB; 1RTG; 3AYU,,MMP2,HGNC:7166,Human,DB00786
P48048,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,529313,U12541,P48048,KCNJ1_HUMAN,"",,KCNJ1,HGNC:6255,Human,DB00217; DB00222; DB00350; DB00414; DB01382; DB08838
P87066,Tubulin alpha chain,TUB1,2055378,U38534,P87066,TBA_CANAX,"",,,,Yeast,DB00400
Q01959,Sodium-dependent dopamine transporter,SLC6A3,553260,M96670,Q01959,SC6A3_HUMAN,"",,SLC6A3,HGNC:11049,Human,DB00182; DB00191; DB00245; DB00422; DB00579; DB00721; DB00745; DB00830; DB00852; DB00907; DB00937; DB00988; DB01105; DB01156; DB01255; DB01363; DB01442; DB01463; DB01472; DB01576; DB01577; DB06413; DB06701
P00390,"Glutathione reductase, mitochondrial",GSR,31825,X15722,P00390,GSHR_HUMAN,1ALG; 1BWC; 1DNC; 1GRA; 1GRB; 1GRE; 1GRF; 1GRG; 1GRH; 1GRT; 1GSN; 1K4Q; 1XAN; 2AAQ; 2GH5; 2GRT; 3DJG; 3DJJ; 3DK4; 3DK8; 3DK9; 3GRS; 3GRT; 3SQP; 4GR1; 4GRT; 5GRT,,GSR,HGNC:4623,Human,DB00262
P34969,5-hydroxytryptamine receptor 7,HTR7,1857143,U68487,P34969,5HT7R_HUMAN,"",,HTR7,HGNC:5302,Human,DB00247; DB06288; DB09068
P14784,Interleukin-2 receptor subunit beta,IL2RB,307048,M26062,P14784,IL2RB_HUMAN,1ILM; 1ILN; 2B5I; 2ERJ; 3QAZ; 4GS7,,IL2RB,HGNC:6009,Human,DB00004; DB00041; DB00111
P19235,Erythropoietin receptor,EPOR,182245,M60459,P19235,EPOR_HUMAN,1CN4; 1EBA; 1EBP; 1EER; 1ERN; 2JIX; 2MV6; 4Y5V; 4Y5X; 4Y5Y,,EPOR,HGNC:3416,Human,DB00012; DB00016; DB08894; DB09107
P47712,Cytosolic phospholipase A2,PLA2G4A,190007,M72393,P47712,PA24A_HUMAN,1BCI; 1CJY; 1RLW,,PLA2G4A,HGNC:9035,Human,DB01103
P01589,Interleukin-2 receptor subunit alpha,IL2RA,33813,X01057,P01589,IL2RA_HUMAN,1ILM; 1ILN; 1Z92; 2B5I; 2ERJ; 3IU3; 3NFP,,IL2RA,HGNC:6008,Human,DB00004; DB00041; DB00074; DB00111
P28221,5-hydroxytryptamine receptor 1D,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,"",,HTR1D,HGNC:5289,Human,DB00216; DB00315; DB00320; DB00669; DB00696; DB00952; DB00953; DB00998
P17181,Interferon alpha/beta receptor 1,IFNAR1,306914,J03171,P17181,INAR1_HUMAN,3S98; 3SE3; 3SE4; 4PO6,,IFNAR1,HGNC:5432,Human,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105
P10276,Retinoic acid receptor alpha,RARA,36157,X06614,P10276,RARA_HUMAN,1DKF; 1DSZ; 3A9E; 3KMR; 3KMZ; 4DQM,,RARA,HGNC:9864,Human,DB00459; DB00523; DB00799; DB00926; DB04942
O90777,HIV-1 protease,HIV-1 protease,4377614,AJ010714,O90777,O90777_9PLVG,"",,,,Human immunodeficiency virus,DB00220
Q9NYX4,Neuron-specific vesicular protein calcyon,CALY,6980076,AF225903,Q9NYX4,CALY_HUMAN,"",,DRD1IP,HGNC:17938,Human,DB00831
P08235,Mineralocorticoid receptor,NR3C2,307166,M16801,P08235,MCR_HUMAN,1Y9R; 1YA3; 2A3I; 2AA2; 2AA5; 2AA6; 2AA7; 2AAX; 2AB2; 2ABI; 2OAX; 3VHU; 3VHV; 3WFF; 3WFG; 4PF3; 4TNT,,NR3C2,HGNC:7979,Human,DB00396; DB00421; DB00687; DB00700; DB01134; DB01395
P51787,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531,AF000571,P51787,KCNQ1_HUMAN,3BJ4; 3HFC; 3HFE; 4UMO; 4V0C,,KCNQ1,HGNC:6294,Human,DB00808
P20138,Myeloid cell surface antigen CD33,CD33,180098,M23197,P20138,CD33_HUMAN,"",,CD33,HGNC:1659,Human,DB00056
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829,AB022017,Q13131,AAPK1_HUMAN,4RED; 4RER; 4REW,,PRKAA1,HGNC:9376,Human,DB00914
Q06432,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,306473,L07738,Q06432,CCG1_HUMAN,"",,CACNG1,HGNC:1405,Human,DB00343; DB00528; DB01054
P26676,RNA-directed RNA polymerase L,L,61991,X57559,P26676,L_PI2HT,"",,,,HPIV-2,DB00811
P16233,Pancreatic triacylglycerol lipase,PNLIP,339597,J05125,P16233,LIPP_HUMAN,1LPA; 1LPB; 1N8S,,PNLIP,HGNC:9155,Human,DB01083
P13843,Fusion glycoprotein F0,F,222565,D00334,P13843,FUS_HRSV1,"",,,,Human respiratory syncytial virus B (strain 18537),DB00110
P10827,Thyroid hormone receptor alpha,THRA,825639,X55074,P10827,THA_HUMAN,1NAV; 2H77; 2H79; 3HZF; 3ILZ; 3JZB; 4LNW; 4LNX,,THRA,HGNC:11796,Human,DB00279; DB00451; DB00509; DB01583
O14842,Free fatty acid receptor 1,FFAR1,2612946,AF024687,O14842,FFAR1_HUMAN,4PHU,,FFAR1,HGNC:4498,Human,DB00159
P05230,Fibroblast growth factor 1,FGF1,181942,M13361,P05230,FGF1_HUMAN,1AXM; 1DJS; 1DZC; 1DZD; 1E0O; 1EVT; 1HKN; 1JQZ; 1JT3; 1JT4; 1JT5; 1JT7; 1JTC; 1JY0; 1K5U; 1K5V; 1M16; 1NZK; 1P63; 1PZZ; 1Q03; 1Q04; 1QCT; 1RG8; 1RML; 1RY7; 1YTO; 1Z2V; 1Z4S; 2AFG; 2AQZ; 2AXM; 2ERM; 2HW9; 2HWA; 2HWM; 2HZ9; 2K43; 2K4A; 2K8R; 2KI4; 2KI6; 2LDN; 2NTD; 2Q9X; 2RQ9; 3B9U; 3BA4; 3BA5; 3BA7; 3BAD; 3BAG; 3BAH; 3BAO; 3BAQ; 3BAU; 3BAV; 3BB2; 3CQA; 3CRG; 3CRH; 3CRI; 3CU1; 3FGM; 3FJ8; 3FJ9; 3FJA; 3FJB; 3FJC; 3FJD; 3FJE; 3FJF; 3FJH; 3FJI; 3FJJ; 3FJK; 3HOM; 3JUT; 3K1X; 3O3Q; 3OJ2; 3OJM; 3OJV; 3UD7; 3UD8; 3UD9; 3UDA; 4J23; 4Q91; 4Q9G; 4Q9P; 4QAL; 4QBC; 4QBV; 4QC4; 4QO3,,FGF1,HGNC:3665,Human,DB00686
P50859,Lanosterol 14-alpha demethylase,ERG11,755693,L40389,P50859,CP51_CANGA,"",,,,Yeast,DB01167; DB09040
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,179762,M76559,P54289,CA2D1_HUMAN,"",,CACNA2D1,HGNC:1399,Human,DB00270; DB00381; DB00401; DB00622; DB00996; DB01023; DB01054; DB01115; DB06712
P07550,Beta-2 adrenergic receptor,ADRB2,29371,Y00106,P07550,ADRB2_HUMAN,1GQ4; 2R4R; 2R4S; 2RH1; 3D4S; 3KJ6; 3NY8; 3NY9; 3NYA; 3P0G; 3PDS; 3SN6; 4GBR; 4LDE; 4LDL; 4LDO; 4QKX,,ADRB2,HGNC:286,Human,DB00368; DB00373; DB00449; DB00489; DB00521; DB00598; DB00668; DB00816; DB00866; DB00867; DB00871; DB00901; DB00938; DB00960; DB00983; DB01001; DB01064; DB01210; DB01214; DB01274; DB01288; DB01291; DB01359; DB01363; DB01366; DB01407; DB01408; DB04846; DB05039; DB06262; DB09080; DB09082; DB13139
P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,182628,M34539,P62942,FKB1A_HUMAN,1A7X; 1B6C; 1BKF; 1BL4; 1D6O; 1D7H; 1D7I; 1D7J; 1EYM; 1F40; 1FAP; 1FKB; 1FKD; 1FKF; 1FKG; 1FKH; 1FKI; 1FKJ; 1FKR; 1FKS; 1FKT; 1J4H; 1J4I; 1J4R; 1NSG; 1QPF; 1QPL; 2DG3; 2DG4; 2DG9; 2FAP; 2FKE; 2PPN; 2PPO; 2PPP; 2RSE; 3FAP; 3H9R; 3MDY; 4DH0; 4FAP; 4IPX; 4N19; 4ODP; 4ODQ; 4ODR,,FKBP1A,HGNC:3711,Human,DB00864; DB00877
P01375,Tumor necrosis factor,TNF,339741,M16441,P01375,TNFA_HUMAN,1A8M; 1TNF; 2AZ5; 2E7A; 2TUN; 2ZJC; 2ZPX; 3ALQ; 3IT8; 3L9J; 3WD5; 4G3Y; 4TSV; 4TWT; 5TSW,,TNF,HGNC:11892,Human,DB00005; DB00051; DB00065; DB01041; DB06674; DB08904; DB08910
Q9Y271,Cysteinyl leukotriene receptor 1,CYSLTR1,5353887,AF119711,Q9Y271,CLTR1_HUMAN,"",,CYSLTR1,HGNC:17451,Human,DB00471; DB00549; DB00587; DB00716; DB01411
Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,5566609,L12052,Q13946,PDE7A_HUMAN,1ZKL; 3G3N; 4PM0; 4Y2B,,PDE7A,HGNC:8791,Human,DB00651
P48443,Retinoic acid receptor RXR-gamma,RXRG,1053069,U38480,P48443,RXRG_HUMAN,2GL8,,RXRG,HGNC:10479,Human,DB00210; DB00307; DB00459; DB00523; DB00755; DB00926; DB03756
Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,1088445,D50582,Q14654,KCJ11_HUMAN,"",,KCNJ11,HGNC:6257,Human,DB00222; DB00922; DB01119; DB01154
P05141,ADP/ATP translocase 2,SLC25A5,178661,M57424,P05141,ADT2_HUMAN,"",,SLC25A5,HGNC:10991,Human,DB00720
P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,31332,X14356,P12314,FCGR1_HUMAN,3RJD; 4W4O; 4X4M; 4ZNE,,FCGR1A,HGNC:3613,Human,DB00028
P15260,Interferon gamma receptor 1,IFNGR1,306915,J03143,P15260,INGR1_HUMAN,1FG9; 1FYH; 1JRH,,IFNGR1,HGNC:5439,Human,DB00033
Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,40217983,AY423044,Q9BQB6,VKOR1_HUMAN,"",,VKORC1,HGNC:23663,Human,DB00170; DB00266; DB00498; DB00682; DB00946; DB01418
P06732,Creatine kinase M-type,CKM,180576,M14780,P06732,KCRM_HUMAN,1I0E,,CKM,HGNC:1994,Human,DB00148; DB13191
P25100,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,"",,ADRA1D,HGNC:280,Human,DB00298; DB00346; DB00368; DB00388; DB00457; DB00590; DB00696; DB01162; DB06262; DB09202
Q03405,Urokinase plasminogen activator surface receptor,PLAUR,37605,X51675,Q03405,UPAR_HUMAN,1YWH; 2FD6; 2I9B; 3BT1; 3BT2; 3U73; 3U74; 4K24; 4QTI,,PLAUR,HGNC:9053,Human,DB00013
P06729,T-cell surface antigen CD2,CD2,180081,M19806,P06729,CD2_HUMAN,1CDB; 1GYA; 1HNF; 1L2Z; 1QA9; 2J6O; 2J7I,,CD2,HGNC:1639,Human,DB00092
P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,307066,J04208,P12268,IMDH2_HUMAN,1B3O; 1NF7; 1NFB,,IMPDH2,HGNC:6053,Human,DB00688; DB01024
P02818,Osteocalcin,BGLAP,36093,X53698,P02818,OSTCN_HUMAN,"",,BGLAP,HGNC:1043,Human,DB05260
P15538,"Cytochrome P450 11B1, mitochondrial",CYP11B1,181333,M32879,P15538,C11B1_HUMAN,"",,CYP11B1,HGNC:2591,Human,DB00648; DB01011
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,219942,D00099,P05023,AT1A1_HUMAN,"",,ATP1A1,HGNC:799,Human,DB00390; DB00511; DB00903; DB01021; DB01078; DB01092; DB01158; DB01188; DB01396; DB01430
P0A6J8,D-alanine--D-alanine ligase A,ddlA,145722,M58467,P0A6J8,DDLA_ECOLI,"",,,,Escherichia coli (strain K12),DB00260
Q99707,Methionine synthase,MTR,1923221,U71285,Q99707,METH_HUMAN,2O2K; 4CCZ,,MTR,HGNC:7468,Human,DB00115; DB00200
P30536,Translocator protein,TSPO,306883,M36035,P30536,TSPOA_HUMAN,"",,TSPO,HGNC:1158,Human,DB00402; DB00962; DB01178; DB01544; DB01587
Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,1458110,U62431,Q15822,ACHA2_HUMAN,"",,CHRNA2,HGNC:1956,Human,DB00411; DB00416; DB00565; DB00657; DB00728; DB00732; DB00810; DB01135; DB01199; DB01226; DB01245; DB01336; DB01337; DB01338; DB01339
P21817,Ryanodine receptor 1,RYR1,337722,J05200,P21817,RYR1_HUMAN,"",,RYR1,HGNC:10483,Human,DB01219; DB09085
